rxns	kcats	EC_Numbers
r_3027	1061.5	EC3.1.1.5
r_3028	1061.5	EC3.1.1.5
r_3029	1061.5	EC3.1.1.5
r_3030	1061.5	EC3.1.1.5
r_3031	1061.5	EC3.1.1.5
r_3032	1061.5	EC3.1.1.5
r_3033	1061.5	EC3.1.1.5
r_3034	1061.5	EC3.1.1.5
r_3035	1061.5	EC3.1.1.5
r_3036	1061.5	EC3.1.1.5
r_3037	1061.5	EC3.1.1.5
r_3038	1061.5	EC3.1.1.5
r_3039	1061.5	EC3.1.1.5
r_3040	1061.5	EC3.1.1.5
r_3041	1061.5	EC3.1.1.5
r_3042	1061.5	EC3.1.1.5
r_3043	1061.5	EC3.1.1.5
r_3044	1061.5	EC3.1.1.5
r_3045	1061.5	EC3.1.1.5
r_3046	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3047	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3048	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3049	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3050	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3051	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3052	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3053	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3054	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3055	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3056	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3057	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3058	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3059	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3060	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3061	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3062	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3063	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3064	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3065	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3066	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3067	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3068	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3069	1061.5;1061.5	EC3.1.1.5;EC3.1.1.5
r_3070	1061.5	EC3.1.1.5
r_3071	1061.5	EC3.1.1.5
r_3072	1061.5	EC3.1.1.5
r_3073	1061.5	EC3.1.1.5
r_3074	1061.5	EC3.1.1.5
r_3075	1061.5	EC3.1.1.5
r_3076	1061.5	EC3.1.1.5
r_3077	1061.5	EC3.1.1.5
r_3078	1061.5	EC3.1.1.5
r_3079	1061.5	EC3.1.1.5
r_3080	1061.5	EC3.1.1.5
r_3081	1061.5	EC3.1.1.5
r_3082	867.425	EC3.1.4.11
r_3083	867.425	EC3.1.4.11
r_3084	867.425	EC3.1.4.11
r_3085	867.425	EC3.1.4.11
r_3086	867.425	EC3.1.4.11
r_3087	867.425	EC3.1.4.11
r_3088	867.425	EC3.1.4.11
r_3089	867.425	EC3.1.4.11
r_3090	867.425	EC3.1.4.11
r_3091	867.425	EC3.1.4.11
r_3092	867.425	EC3.1.4.11
r_3093	867.425	EC3.1.4.11
r_3094	867.425	EC3.1.4.11
r_3095	867.425	EC3.1.4.11
r_3096	867.425	EC3.1.4.11
r_3097	867.425	EC3.1.4.11
r_3098	21	EC3.1.4.-
r_3099	21	EC3.1.4.-
r_3100	21	EC3.1.4.-
r_3101	21	EC3.1.4.-
r_3102	21	EC3.1.4.-
r_3103	21	EC3.1.4.-
r_3104	0.93	EC3.1.4.4
r_3105	0.93	EC3.1.4.4
r_3106	0.93	EC3.1.4.4
r_3107	0.93	EC3.1.4.4
r_3108	0.93	EC3.1.4.4
r_3109	0.93	EC3.1.4.4
r_3110	0.93	EC3.1.4.4
r_3111	0.93	EC3.1.4.4
r_3112	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3113	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3114	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3115	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3116	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3117	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3118	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3119	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3120	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3121	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3122	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3123	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3124	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3125	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3126	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3127	833;11;11	EC3.1.3.64;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3128	833	EC3.1.3.-
r_3129	833	EC3.1.3.-
r_3130	833	EC3.1.3.-
r_3131	833	EC3.1.3.-
r_3132	833	EC3.1.3.-
r_3133	833	EC3.1.3.-
r_3134	833	EC3.1.3.-
r_3135	833	EC3.1.3.-
r_3136	833	EC3.1.3.-
r_3137	833	EC3.1.3.-
r_3138	833	EC3.1.3.-
r_3139	833	EC3.1.3.-
r_3140	833	EC3.1.3.-
r_3141	833	EC3.1.3.-
r_3142	833	EC3.1.3.-
r_3143	833	EC3.1.3.-
r_3144	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3145	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3146	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3147	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3148	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3149	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3150	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3151	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3152	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3153	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3154	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3155	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3156	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3157	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3158	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3159	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3160	833	EC3.1.3.-
r_3161	833	EC3.1.3.-
r_3162	833	EC3.1.3.-
r_3163	833	EC3.1.3.-
r_3164	833	EC3.1.3.-
r_3165	833	EC3.1.3.-
r_3166	833	EC3.1.3.-
r_3167	833	EC3.1.3.-
r_3168	833	EC3.1.3.-
r_3169	833	EC3.1.3.-
r_3170	833	EC3.1.3.-
r_3171	833	EC3.1.3.-
r_3172	833	EC3.1.3.-
r_3173	833	EC3.1.3.-
r_3174	833	EC3.1.3.-
r_3175	833	EC3.1.3.-
r_3176	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3177	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3178	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3179	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3180	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3181	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3182	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3183	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3184	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3185	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3186	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3187	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3188	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3189	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3190	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3191	11;11	EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3192	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3193	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3194	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3195	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3196	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3197	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3198	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3199	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3200	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3201	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3202	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3203	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3204	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3205	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3206	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3207	11;11;11	EC3.1.3.36;EC3.1.3.- EC3.1.3.36;EC3.1.3.- EC3.1.3.36
r_3208	11	EC3.1.3.36
r_3209	11	EC3.1.3.36
r_3210	11	EC3.1.3.36
r_3211	11	EC3.1.3.36
r_3212	11	EC3.1.3.36
r_3213	11	EC3.1.3.36
r_3214	11	EC3.1.3.36
r_3215	11	EC3.1.3.36
r_3216	833	EC3.1.3.-
r_3217	833	EC3.1.3.-
r_3218	833	EC3.1.3.-
r_3219	833	EC3.1.3.-
r_3220	833	EC3.1.3.-
r_3221	833	EC3.1.3.-
r_3222	833	EC3.1.3.-
r_3223	833	EC3.1.3.-
r_3224	96.67	EC3.1.3.81 EC3.1.3.4
r_3225	96.67	EC3.1.3.81 EC3.1.3.4
r_3226	96.67	EC3.1.3.81 EC3.1.3.4
r_3227	96.67	EC3.1.3.81 EC3.1.3.4
r_3228	96.67	EC3.1.3.81 EC3.1.3.4
r_3229	96.67	EC3.1.3.81 EC3.1.3.4
r_3230	96.67	EC3.1.3.81 EC3.1.3.4
r_3231	96.67	EC3.1.3.81 EC3.1.3.4
r_3232	11.5733	EC3.1.3.- EC3.1.3.4
r_3233	11.5733	EC3.1.3.- EC3.1.3.4
r_3234	11.5733	EC3.1.3.- EC3.1.3.4
r_3235	11.5733	EC3.1.3.- EC3.1.3.4
r_3236	11.5733	EC3.1.3.- EC3.1.3.4
r_3237	11.5733	EC3.1.3.- EC3.1.3.4
r_3238	11.5733	EC3.1.3.- EC3.1.3.4
r_3239	11.5733	EC3.1.3.- EC3.1.3.4
r_3240		
r_3241		
r_3242		
r_3243		
r_3244	96.67	EC3.1.3.81 EC3.1.3.4
r_3245	96.67	EC3.1.3.81 EC3.1.3.4
r_3246	96.67	EC3.1.3.81 EC3.1.3.4
r_3247	96.67	EC3.1.3.81 EC3.1.3.4
r_3248	11.5733	EC3.1.3.- EC3.1.3.4
r_3249	11.5733	EC3.1.3.- EC3.1.3.4
r_3250	11.5733	EC3.1.3.- EC3.1.3.4
r_3251	11.5733	EC3.1.3.- EC3.1.3.4
r_3252	0.0035;0.0035	EC3.1.1.13;EC3.1.1.13
r_3253	0.0035;0.0035	EC3.1.1.13;EC3.1.1.13
r_3254	0.0035	EC3.1.1.13
r_3255	0.0035	EC3.1.1.13
r_3256	0.0035	EC3.1.1.13
r_3257	0.0035	EC3.1.1.13
r_3258	0.0035	EC3.1.1.13
r_3259	0.0035	EC3.1.1.13
r_3260	0.0035	EC3.1.1.13
r_3261	0.0035	EC3.1.1.13
r_3262	0.0035	EC3.1.1.13
r_3263	0.0035	EC3.1.1.13
r_3264	12.3;12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3265	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3266	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3267	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3268	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3269	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3270	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3271	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3272	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3273	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3274	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3275	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3276	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3277	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3278	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3279	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3280	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3281	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3282	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3283	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3284	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3285	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3286	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3287	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3288	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3289	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3290	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3291	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3292	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3293	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3294	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3295	12.3;12.3;12.3;12.3	EC3.1.1.- EC3.1.1.3;EC3.1.1.3;EC3.1.1.3;EC3.1.1.3
r_3296	12.3	EC3.1.1.3
r_3297	12.3;12.3	EC3.1.1.3;EC3.1.1.3
r_3298	12.3	EC3.1.1.3
r_3299	12.3	EC3.1.1.3
r_3300	12.3	EC3.1.1.3
r_3301	12.3	EC3.1.1.3
r_3302	12.3	EC3.1.1.3
r_3303	12.3	EC3.1.1.3
r_3304	12.3	EC3.1.1.3
r_3305	12.3	EC3.1.1.3
r_3306	12.3	EC3.1.1.3
r_3307	12.3	EC3.1.1.3
r_3308	1.13	EC3.1.1.23
r_3309	1.13	EC3.1.1.23
r_3310	1.13	EC3.1.1.23
r_3311	1.13	EC3.1.1.23
r_3312	12.3	EC3.1.1.3
r_3313	12.3	EC3.1.1.3
r_3314	12.3	EC3.1.1.3
r_3315	12.3	EC3.1.1.3
r_3316	12.3	EC3.1.1.3
r_3317	12.3	EC3.1.1.3
r_3318	12.3	EC3.1.1.3
r_3319	12.3	EC3.1.1.3
r_3320	12.3	EC3.1.1.3
r_3321	12.3	EC3.1.1.3
r_3322	12.3	EC3.1.1.3
r_3323	12.3	EC3.1.1.3
r_3324	12.3	EC3.1.1.3
r_3325	12.3	EC3.1.1.3
r_3326	12.3	EC3.1.1.3
r_3327	12.3	EC3.1.1.3
r_3328	12.3	EC3.1.1.3
r_3329	12.3	EC3.1.1.3
r_3330	12.3	EC3.1.1.3
r_3331	12.3	EC3.1.1.3
r_4039	7.26	EC3.1.2.1
r_4042	32	EC5.3.1.16
r_4045	20	EC3.2.2.3
r_0964		
r_1028		
r_1085	390	EC3.6.3.14 EC3.1.-.-
r_1086	390	EC3.6.3.14 EC3.1.-.-
r_1096		
r_1097		
r_1098		
r_1099		
r_1100		
r_1101		
r_1102		
r_1103		
r_1104		
r_1106		
r_1107		
r_1108		
r_1109		
r_1110		
r_1111		
r_1112		
r_1113		
r_1114		
r_1115		
r_1116		
r_1118		
r_1119		
r_1120		
r_1121		
r_1122		
r_1123		
r_1124		
r_1125		
r_1126		
r_1127		
r_1128		
r_1129		
r_1130		
r_1131		
r_1132		
r_1133		
r_1134		
r_1135		
r_1136		
r_1137		
r_1138		
r_1139		
r_1146		
r_1147		
r_1148		
r_1149		
r_1151		
r_1161		
r_1162		
r_1164		
r_1165		
r_1166		
r_1167		
r_1168		
r_1169		
r_1170		
r_1171		
r_1172		
r_1173		
r_1174		
r_1175		
r_1176		
r_1177		
r_1178	11920;11920	EC1.-.-.-;EC1.-.-.-
r_1179		
r_1180		
r_1181		
r_1182		
r_1183		
r_1184		
r_1185		
r_1186		
r_1187		
r_1188		
r_1189		
r_1190		
r_1191		
r_1192		
r_1193		
r_1194		
r_1195		
r_1196		
r_1197		
r_1198		
r_1199		
r_1200		
r_1201		
r_1202		
r_1203		
r_1204		
r_1205		
r_1206		
r_1207		
r_1208		
r_1209		
r_1210		
r_1211		
r_1212		
r_1213		
r_1214		
r_1215		
r_1216		
r_1217		
r_1218		
r_1219		
r_1220		
r_1221		
r_1222		
r_1223		
r_1224		
r_1225		
r_1226		
r_1227		
r_1228		
r_1229		
r_1230		
r_1231		
r_1232		
r_1235		
r_1236		
r_1237		
r_1238		
r_1239		
r_1241		
r_1242		
r_1243		
r_1244		
r_1245		
r_1249		
r_1251		
r_1252		
r_1253		
r_1254		
r_1255		
r_1256		
r_1257		
r_1258		
r_1260		
r_1261		
r_1262		
r_1263		
r_1264		
r_1265		
r_1266		
r_1267		
r_1268		
r_1269		
r_1270		
r_1271		
r_1272		
r_1273		
r_1274		
r_1275		
r_1276		
r_1277		
r_1278		
r_1657		
r_2034		
r_2079		
r_2132		
r_2219		
r_2220		
r_2221		
r_2222		
r_2223		
r_2224		
r_2225		
r_2226		
r_2227		
r_2228		
r_3348	987	EC2.-.-.-
r_3349	987	EC2.-.-.-
r_3350	987	EC2.-.-.-
r_3351	987	EC2.-.-.-
r_3352	987	EC2.-.-.-
r_3353	987	EC2.-.-.-
r_3354	987	EC2.-.-.-
r_3355	987	EC2.-.-.-
r_3356	987	EC2.-.-.-
r_3357	987	EC2.-.-.-
r_3358	987	EC2.-.-.-
r_3359	987	EC2.-.-.-
r_3360	987	EC2.-.-.-
r_3361	987	EC2.-.-.-
r_3362	987	EC2.-.-.-
r_3363	987	EC2.-.-.-
r_3364	987	EC2.-.-.-
r_3365	987	EC2.-.-.-
r_3366	987	EC2.-.-.-
r_3367	987	EC2.-.-.-
r_3368	987	EC2.-.-.-
r_3369	987	EC2.-.-.-
r_3370	987	EC2.-.-.-
r_3371	987	EC2.-.-.-
r_3372	987	EC2.-.-.-
r_3373	987	EC2.-.-.-
r_3374	987	EC2.-.-.-
r_3375	987	EC2.-.-.-
r_3376	987	EC2.-.-.-
r_3377	987	EC2.-.-.-
r_3378	987	EC2.-.-.-
r_3379	987	EC2.-.-.-
r_3380	987	EC2.-.-.-
r_3381	987	EC2.-.-.-
r_3382	987	EC2.-.-.-
r_3383	987	EC2.-.-.-
r_3384	987	EC2.-.-.-
r_3385	987	EC2.-.-.-
r_3386	987	EC2.-.-.-
r_3387	987	EC2.-.-.-
r_3388	987	EC2.-.-.-
r_3389	987	EC2.-.-.-
r_3390	987	EC2.-.-.-
r_3391	987	EC2.-.-.-
r_3392	987	EC2.-.-.-
r_3393	987	EC2.-.-.-
r_3394	987	EC2.-.-.-
r_3395	987	EC2.-.-.-
r_3396	987	EC2.-.-.-
r_3397	987	EC2.-.-.-
r_3398	987	EC2.-.-.-
r_3399	987	EC2.-.-.-
r_3400	987	EC2.-.-.-
r_3401	987	EC2.-.-.-
r_3402	987	EC2.-.-.-
r_3403	987	EC2.-.-.-
r_3404	987	EC2.-.-.-
r_3405	987	EC2.-.-.-
r_3406	987	EC2.-.-.-
r_3407	987	EC2.-.-.-
r_3408	987	EC2.-.-.-
r_3409	987	EC2.-.-.-
r_3410	987	EC2.-.-.-
r_3411	987	EC2.-.-.-
r_3412	987	EC2.-.-.-
r_3413	987	EC2.-.-.-
r_3414	987	EC2.-.-.-
r_3415	987	EC2.-.-.-
r_3416	987	EC2.-.-.-
r_3417	987	EC2.-.-.-
r_3418	987	EC2.-.-.-
r_3419	987	EC2.-.-.-
r_3420	987	EC2.-.-.-
r_3421	987	EC2.-.-.-
r_3422	987	EC2.-.-.-
r_3423	987	EC2.-.-.-
r_3424	987	EC2.-.-.-
r_3425	987	EC2.-.-.-
r_3426	987	EC2.-.-.-
r_3427	987	EC2.-.-.-
r_3428	987	EC2.-.-.-
r_3429	987	EC2.-.-.-
r_3430	987	EC2.-.-.-
r_3431	987	EC2.-.-.-
r_3432	987	EC2.-.-.-
r_3433	987	EC2.-.-.-
r_3434	987	EC2.-.-.-
r_3435	987	EC2.-.-.-
r_3436	987	EC2.-.-.-
r_3437	987	EC2.-.-.-
r_3438	987	EC2.-.-.-
r_3439	987	EC2.-.-.-
r_3440	987	EC2.-.-.-
r_3441	987	EC2.-.-.-
r_3442	987	EC2.-.-.-
r_3443	987	EC2.-.-.-
r_3444	987	EC2.-.-.-
r_3445	987	EC2.-.-.-
r_3446	987	EC2.-.-.-
r_3447	987	EC2.-.-.-
r_3448	987	EC2.-.-.-
r_3449	987	EC2.-.-.-
r_3450	987	EC2.-.-.-
r_3451	987	EC2.-.-.-
r_3452	987	EC2.-.-.-
r_3453	987	EC2.-.-.-
r_3454	987	EC2.-.-.-
r_3455	987	EC2.-.-.-
r_3456	987	EC2.-.-.-
r_3457	987	EC2.-.-.-
r_3458	987	EC2.-.-.-
r_3459	987	EC2.-.-.-
r_3460	987	EC2.-.-.-
r_3461	987	EC2.-.-.-
r_3462	987	EC2.-.-.-
r_3463	987	EC2.-.-.-
r_3464	987	EC2.-.-.-
r_3465	987	EC2.-.-.-
r_3466	987	EC2.-.-.-
r_3467	987	EC2.-.-.-
r_3468	987	EC2.-.-.-
r_3469	987	EC2.-.-.-
r_3470	987	EC2.-.-.-
r_3471	987	EC2.-.-.-
r_3472	987	EC2.-.-.-
r_3473	987	EC2.-.-.-
r_3474	987	EC2.-.-.-
r_3475	987	EC2.-.-.-
r_3476	987	EC2.-.-.-
r_3477	987	EC2.-.-.-
r_3478	987	EC2.-.-.-
r_3479	987	EC2.-.-.-
r_3480	987	EC2.-.-.-
r_3481	987	EC2.-.-.-
r_3482	987	EC2.-.-.-
r_3483	987	EC2.-.-.-
r_3484	987	EC2.-.-.-
r_3485	987	EC2.-.-.-
r_3486	987	EC2.-.-.-
r_3487	987	EC2.-.-.-
r_3488	987	EC2.-.-.-
r_3489	987	EC2.-.-.-
r_3490	987	EC2.-.-.-
r_3491	987	EC2.-.-.-
r_3492	987	EC2.-.-.-
r_3493	987	EC2.-.-.-
r_3494	987	EC2.-.-.-
r_3495	987	EC2.-.-.-
r_3496	987	EC2.-.-.-
r_3497	987	EC2.-.-.-
r_3498	987	EC2.-.-.-
r_3499	987	EC2.-.-.-
r_3500	987	EC2.-.-.-
r_3501	987	EC2.-.-.-
r_3502	987	EC2.-.-.-
r_3503	987	EC2.-.-.-
r_3504	987	EC2.-.-.-
r_3505	987	EC2.-.-.-
r_3506	987	EC2.-.-.-
r_3507	987	EC2.-.-.-
r_1449		
r_1450		
r_1451		
r_1452		
