S_cerevisiae	R_toruloides	P_chrysogenum	L_kluyveri	A_terreus	A_oryzae	A_niger	A_nidulans	M_alpina	E_gossypii	K_lactis	Y_lipolytica	K_phaffii	N_crassa
1.1.1.1	1.1.1.1	1.10.2.2		1.10.2.2	1.10.2.2	1.10.2.2	1.10.2.2	1.1.1.1		1.1.1.1	1.1.1.1	1.10.2.2	1.10.2.2
1.1.1.10	1.1.1.10	1.1.1.1		1.10.3.11	1.1.1.1	1.1.1.1	1.1.1.1	1.1.1.100		1.1.1.100	1.1.1.102	1.1.1.1	1.1.1.1
1.1.1.100	1.1.1.102	1.1.1.10		1.1.1.1	1.1.1.10	1.1.1.10	1.1.1.10	1.1.1.101		1.1.1.101	1.1.1.14	1.1.1.100	1.1.1.10
1.1.1.101	1.1.1.116	1.1.1.100		1.1.1.10	1.1.1.100	1.1.1.100	1.1.1.100	1.1.1.102		1.1.1.102	1.1.1.157	1.1.1.101	1.1.1.102
1.1.1.102	1.1.1.117	1.1.1.101		1.1.1.100	1.1.1.101	1.1.1.101	1.1.1.101	1.1.1.103		1.1.1.105	1.1.1.169	1.1.1.102	1.1.1.103
1.1.1.11	1.1.1.12	1.1.1.102		1.1.1.101	1.1.1.102	1.1.1.102	1.1.1.102	1.1.1.133		1.11.1.15	1.1.1.170	1.1.1.116	1.11.1.1
1.1.1.116	1.1.1.138	1.1.1.103		1.1.1.102	1.1.1.103	1.1.1.103	1.1.1.103	1.1.1.153		1.1.1.116	1.1.1.205	1.11.1.5	1.1.1.12
1.1.1.117	1.1.1.14	1.1.1.11		1.1.1.103	1.1.1.11	1.1.1.11	1.1.1.117	1.1.1.157		1.1.1.117	1.1.1.22	1.1.1.156	1.1.1.138
1.1.1.12	1.1.1.156	1.1.1.116		1.11.1.12	1.1.1.117	1.1.1.117	1.1.1.12	1.1.1.169		1.11.1.21	1.1.1.23	1.11.1.6	1.1.1.14
1.1.1.14	1.1.1.169	1.1.1.117		1.1.1.12	1.1.1.12	1.1.1.12	1.1.1.138	1.1.1.170		1.1.1.14	1.1.1.25	1.1.1.169	1.11.1.6
1.1.1.156	1.1.1.170	1.1.1.12		1.1.1.125	1.1.1.125	1.1.1.138	1.1.1.14	1.1.1.2		1.1.1.15	1.1.1.250	1.1.1.170	1.1.1.169
1.1.1.169	1.1.1.2	1.1.1.125		1.1.1.14	1.1.1.14	1.1.1.14	1.1.1.155	1.1.1.205		1.11.1.5	1.1.1.270	1.11.1.9	1.11.1.7
1.1.1.170	1.1.1.205	1.1.1.138		1.11.1.5	1.1.1.157	1.1.1.156	1.11.1.6	1.1.1.21		1.1.1.157	1.1.1.284	1.1.1.2	1.1.1.170
1.1.1.2	1.1.1.21	1.1.1.14		1.11.1.6	1.11.1.6	1.1.1.157	1.1.1.169	1.1.1.22		1.11.1.6	1.1.1.3	1.1.1.23	1.1.1.178
1.1.1.205	1.1.1.22	1.1.1.157		1.1.1.169	1.1.1.169	1.11.1.6	1.1.1.17	1.1.1.23		1.1.1.169	1.1.1.302	1.1.1.25	1.1.1.193
1.1.1.21	1.1.1.23	1.11.1.6		1.1.1.17	1.1.1.17	1.1.1.169	1.11.1.9	1.1.1.25		1.11.1.7	1.1.1.307	1.1.1.250	1.1.1.205
1.1.1.23	1.1.1.25	1.1.1.169		1.11.1.7	1.11.1.7	1.1.1.17	1.1.1.205	1.1.1.27		1.1.1.170	1.1.1.31	1.1.1.270	1.1.1.21
1.1.1.25	1.1.1.26	1.1.1.17		1.1.1.170	1.1.1.170	1.1.1.170	1.1.1.21	1.1.1.270		1.1.1.178	1.1.1.34	1.1.1.283	1.1.1.22
1.1.1.26	1.1.1.265	1.11.1.7		1.1.1.18	1.1.1.18	1.1.1.173	1.1.1.23	1.1.1.271		1.1.1.2	1.1.1.37	1.1.1.284	1.1.1.23
1.1.1.265	1.1.1.270	1.1.1.170		1.11.1.9	1.1.1.19	1.1.1.18	1.1.1.24	1.1.1.28		1.1.1.205	1.1.1.38	1.1.1.289	1.1.1.237
1.1.1.270	1.1.1.283	1.1.1.18		1.1.1.193	1.11.1.9	1.11.1.9	1.1.1.25	1.1.1.284		1.1.1.21	1.1.1.381	1.1.1.3	1.1.1.24
1.1.1.283	1.1.1.284	1.11.1.9		1.1.1.2	1.1.1.193	1.1.1.193	1.1.1.27	1.1.1.3		1.1.1.211	1.1.1.41	1.1.1.302	1.1.1.25
1.1.1.284	1.1.1.3	1.1.1.193		1.1.1.205	1.1.1.2	1.1.1.2	1.1.1.3	1.1.1.302		1.1.1.23	1.1.1.42	1.1.1.307	1.1.1.27
1.1.1.3	1.1.1.302	1.1.1.2		1.1.1.21	1.1.1.205	1.1.1.205	1.1.1.34	1.1.1.31		1.1.1.25	1.1.1.44	1.1.1.34	1.1.1.270
1.1.1.302	1.1.1.303	1.1.1.205		1.1.1.22	1.1.1.21	1.1.1.21	1.1.1.37	1.1.1.330		1.1.1.26	1.1.1.49	1.1.1.343	1.1.1.284
1.1.1.303	1.1.1.320	1.1.1.21		1.1.1.23	1.1.1.22	1.1.1.23	1.1.1.38	1.1.1.34		1.1.1.270	1.1.1.65	1.1.1.35	1.1.1.289
1.1.1.320	1.1.1.330	1.1.1.23		1.1.1.24	1.1.1.23	1.1.1.24	1.1.1.40	1.1.1.35		1.1.1.282	1.1.1.67	1.1.1.363	1.1.1.3
1.1.1.330	1.1.1.34	1.1.1.24		1.1.1.25	1.1.1.24	1.1.1.244	1.1.1.41	1.1.1.37		1.1.1.284	1.1.1.8	1.1.1.37	1.1.1.30
1.1.1.34	1.1.1.35	1.1.1.25		1.1.1.27	1.1.1.25	1.1.1.25	1.1.1.42	1.1.1.40		1.1.1.286	1.1.1.86	1.1.1.377	1.1.1.302
1.1.1.37	1.1.1.37	1.1.1.26		1.1.1.270	1.1.1.252	1.1.1.250	1.1.1.44	1.1.1.41		1.1.1.29	1.1.1.87	1.1.1.378	1.1.1.307
1.1.1.38	1.1.1.38	1.1.1.27		1.1.1.28	1.1.1.27	1.1.1.27	1.1.1.48	1.1.1.42		1.1.1.299	1.1.1.95	1.1.1.38	1.1.1.31
1.1.1.381	1.1.1.381	1.1.1.28		1.1.1.284	1.1.1.270	1.1.1.270	1.1.1.49	1.1.1.44		1.1.1.3	1.1.2.3	1.1.1.381	1.1.1.34
1.1.1.383	1.1.1.39	1.1.1.283		1.1.1.29	1.1.1.28	1.1.1.28	1.1.1.6	1.1.1.49		1.1.1.302	1.1.2.4	1.1.1.41	1.1.1.35
1.1.1.399	1.1.1.399	1.1.1.284		1.1.1.3	1.1.1.283	1.1.1.284	1.1.1.67	1.1.1.6		1.1.1.307	1.1.3.15	1.1.1.42	1.1.1.37
1.1.1.4	1.1.1.4	1.1.1.29		1.1.1.302	1.1.1.284	1.1.1.287	1.1.1.72	1.1.1.65		1.1.1.31	1.1.5.3	1.1.1.44	1.1.1.38
1.1.1.41	1.1.1.40	1.1.1.3		1.1.1.31	1.1.1.29	1.1.1.29	1.1.1.78	1.1.1.72		1.1.1.330	1.10.2.2	1.1.1.49	1.1.1.40
1.1.1.42	1.1.1.41	1.1.1.31		1.1.1.34	1.1.1.3	1.1.1.3	1.1.1.8	1.1.1.79		1.1.1.34	1.11.1.6	1.1.1.8	1.1.1.41
1.1.1.44	1.1.1.42	1.1.1.34		1.1.1.35	1.1.1.31	1.1.1.307	1.1.1.85	1.1.1.8		1.1.1.35	1.11.1.9	1.1.1.85	1.1.1.44
1.1.1.49	1.1.1.44	1.1.1.35		1.1.1.37	1.1.1.34	1.1.1.34	1.1.1.86	1.1.1.81		1.1.1.36	1.13.11.20	1.1.1.86	1.1.1.47
1.1.1.65	1.1.1.49	1.1.1.37		1.1.1.38	1.1.1.35	1.1.1.35	1.1.1.9	1.1.1.85		1.1.1.37	1.13.11.27	1.1.1.87	1.1.1.49
1.1.1.69	1.1.1.65	1.1.1.38		1.1.1.40	1.1.1.37	1.1.1.37	1.1.1.93	1.1.1.86		1.1.1.38	1.13.11.52	1.1.1.95	1.1.1.69
1.1.1.8	1.1.1.8	1.1.1.40		1.1.1.41	1.1.1.38	1.1.1.372	1.1.1.95	1.1.1.87		1.1.1.40	1.13.11.53	1.1.2.3	1.1.1.72
1.1.1.85	1.1.1.85	1.1.1.41		1.1.1.42	1.1.1.40	1.1.1.38	1.1.2.3	1.1.1.9		1.1.1.41	1.13.11.54	1.1.2.4	1.1.1.79
1.1.1.86	1.1.1.86	1.1.1.42		1.1.1.44	1.1.1.41	1.1.1.40	1.1.2.4	1.1.1.95		1.1.1.42	1.13.11.6	1.13.11.27	1.1.1.8
1.1.1.87	1.1.1.87	1.1.1.44		1.1.1.49	1.1.1.42	1.1.1.41	1.13.11.11	1.1.11.9		1.1.1.44	1.14.13.132	1.13.11.52	1.1.1.85
1.1.1.9	1.1.1.9	1.1.1.48		1.1.1.56	1.1.1.44	1.1.1.42	1.13.11.27	1.1.3.15		1.1.1.49	1.14.13.169	1.13.11.53	1.1.1.86
1.1.1.95	1.1.1.95	1.1.1.49		1.1.1.57	1.1.1.48	1.1.1.43	1.13.11.5	1.1.3.8		1.1.1.6	1.14.13.70	1.13.11.531	1.1.1.87
1.1.2.3	1.1.2.3	1.1.1.6		1.1.1.6	1.1.1.49	1.1.1.44	1.13.11.6	1.1.5.3		1.1.1.65	1.14.13.72	1.13.11.54	1.1.1.9
1.1.2.4	1.1.2.4	1.1.1.67		1.1.1.65	1.1.1.57	1.1.1.47	1.1.3.13	1.1.99.1		1.1.1.72	1.14.13.9	1.13.11.6	1.1.1.94
1.1.3.37	1.1.2.5	1.1.1.72		1.1.1.67	1.1.1.6	1.1.1.48	1.1.3.4	1.10.2.2		1.1.1.79	1.14.19.1	1.1.3.13	1.1.1.95
1.1.5.3	1.1.3.37	1.1.1.8		1.1.1.72	1.1.1.67	1.1.1.49	1.14.13.70	1.10.3.11		1.1.1.8	1.14.21.6	1.1.3.37	1.1.2.3
1.10.2.2	1.1.5.3	1.1.1.81		1.1.1.8	1.1.1.72	1.1.1.56	1.14.13.72	1.11.1.12		1.1.1.81	1.17.4.1	1.14.11.17	1.13.11.11
1.11.1.15	1.10.2.2	1.1.1.85		1.1.1.85	1.1.1.79	1.1.1.59	1.14.13.9	1.11.1.5		1.1.1.85	1.2.1.11	1.14.13.132	1.13.11.12
1.11.1.5	1.11.1.15	1.1.1.86		1.1.1.86	1.1.1.8	1.1.1.6	1.14.99.7	1.11.1.6		1.1.1.86	1.2.1.12	1.14.13.169	1.13.11.20
1.11.1.6	1.11.1.5	1.1.1.87		1.1.1.87	1.1.1.85	1.1.1.65	1.17.4.1	1.11.1.9		1.1.1.87	1.2.1.16	1.14.13.70	1.13.11.27
1.11.1.9	1.11.1.6	1.1.1.9		1.1.1.9	1.1.1.86	1.1.1.67	1.17.4.2	1.13.11.20		1.1.1.9	1.2.1.18	1.14.13.72	1.13.11.3
1.13.11.19	1.11.1.9	1.1.1.90		1.1.1.95	1.1.1.87	1.1.1.72	1.1.99.21	1.13.11.27		1.1.1.90	1.2.1.2	1.14.13.9	1.13.11.5
1.13.11.27	1.13.11.52	1.1.1.93		1.1.2.3	1.1.1.9	1.1.1.78	1.1.99.5	1.13.11.5		1.1.1.91	1.2.1.27	1.14.18.5	1.13.11.6
1.13.11.5	1.13.11.54	1.1.1.95		1.1.2.4	1.1.1.90	1.1.1.8	1.2.1.1	1.13.11.52		1.1.1.94	1.2.1.3	1.14.19.1	1.1.3.15
1.13.11.52	1.13.11.6	1.1.2.3		1.13.11.1	1.1.1.92	1.1.1.85	1.2.1.11	1.13.11.53		1.1.1.95	1.2.1.31	1.14.21.6	1.1.3.4
1.13.11.54	1.14.12.17	1.1.2.4		1.13.11.20	1.1.1.93	1.1.1.86	1.2.1.12	1.13.11.54		1.1.2.3	1.2.1.38	1.14.99.7	1.14.13.70
1.13.11.6	1.14.13.70	1.13.11.11		1.13.11.27	1.1.1.95	1.1.1.87	1.2.1.16	1.13.11.6		1.1.2.4	1.2.1.41	1.1.5.3	1.14.13.72
1.13.12.16	1.14.13.72	1.13.11.18		1.13.11.37	1.1.2.3	1.1.1.9	1.2.1.2	1.14.11.1		1.13.11.18	1.2.1.5	1.17.4.1	1.14.13.9
1.14.12.17	1.14.13.9	1.13.11.20		1.13.11.4	1.1.2.4	1.1.1.93	1.2.1.22	1.14.11.17		1.13.11.53	1.2.4.1	1.18.1.6	1.14.19.3
1.14.13.70	1.14.14.17	1.13.11.27		1.13.11.5	1.13.11.11	1.1.1.95	1.2.1.3	1.14.11.8		1.13.11.54	1.2.4.2	1.2.1.11	1.14.19.6
1.14.13.72	1.14.19.1	1.13.11.5		1.13.11.52	1.13.11.20	1.1.2.3	1.2.1.31	1.14.13.1		1.1.3.12	1.2.4.4	1.2.1.12	1.14.99.30
1.14.13.9	1.14.19.20	1.13.11.54		1.13.11.53	1.13.11.27	1.1.2.4	1.21.3.1	1.14.13.132		1.13.99.1	1.3.1.13	1.2.1.18	1.14.99.7
1.14.14.17	1.14.19.41	1.13.11.6		1.13.11.54	1.13.11.32	1.13.11.1	1.2.1.32	1.14.13.7		1.14.11.27	1.3.1.70	1.2.1.2	1.1.5.2
1.14.14.5	1.15.1.1	1.13.12.16		1.13.11.6	1.13.11.5	1.13.11.18	1.2.1.38	1.14.13.70		1.14.11.8	1.3.1.71	1.2.1.27	1.1.5.3
1.14.19.1	1.16.1.7	1.1.3.13		1.1.3.13	1.13.11.6	1.13.11.27	1.2.1.41	1.14.13.72		1.14.12.17	1.3.1.76	1.2.1.3	1.16.1.7
1.14.19.20	1.17.1.4	1.1.3.15		1.1.3.15	1.1.3.13	1.13.11.3	1.2.1.46	1.14.13.8		1.14.13.132	1.3.3.3	1.2.1.31	1.17.1.4
1.14.19.41	1.17.4.1	1.1.3.4		1.1.3.4	1.1.3.15	1.13.11.37	1.2.1.5	1.14.13.9		1.14.13.148	1.3.3.4	1.2.1.38	1.17.4.1
1.15.1.1	1.18.1.6	1.1.3.9		1.1.3.9	1.1.3.4	1.13.11.4	1.2.4.1	1.14.13.90		1.14.13.70	1.3.3.6	1.2.1.41	1.18.1.2
1.16.1.7	1.2.1.11	1.13.99.1		1.13.99.1	1.1.3.9	1.13.11.5	1.2.4.2	1.14.14.1		1.14.13.72	1.3.5.1	1.2.1.5	1.2.1.11
1.16.3.1	1.2.1.12	1.14.11.17		1.14.11.17	1.13.99.1	1.13.11.52	1.3.1.12	1.14.16.1		1.14.13.8	1.3.5.2	1.2.1.88	1.2.1.12
1.17.4.1	1.2.1.16	1.14.11.2		1.14.11.2	1.14.11.17	1.13.12.1	1.3.1.13	1.14.19.1		1.14.19.1	1.3.98.1	1.2.4.1	1.2.1.2
1.18.1.6	1.2.1.2	1.14.13.70		1.14.13.1	1.14.11.2	1.13.12.4	1.3.1.14	1.14.19.3		1.14.19.2	1.3.99.10	1.2.4.2	1.2.1.21
1.2.1.11	1.2.1.3	1.14.13.72		1.14.13.12	1.14.13.11	1.1.3.13	1.3.1.70	1.14.21.6		1.14.21.6	1.3.99.7	1.3.1.13	1.2.1.24
1.2.1.12	1.2.1.31	1.14.13.9		1.14.13.23	1.14.13.2	1.1.3.15	1.3.1.71	1.16.3.1		1.1.5.3	1.4.1.13	1.3.1.34	1.2.1.25
1.2.1.16	1.2.1.38	1.14.18.1		1.14.13.70	1.14.13.21	1.1.3.4	1.3.1.9	1.17.1.4		1.16.1.7	1.4.1.14	1.3.1.38	1.2.1.27
1.2.1.18	1.2.1.4	1.14.19.1		1.14.13.72	1.14.13.39	1.13.99.1	1.3.3.1	1.17.3.2		1.17.4.1	1.4.1.2	1.3.1.70	1.2.1.3
1.2.1.2	1.2.1.41	1.14.19.3		1.14.13.9	1.14.13.70	1.14.12.15	1.3.3.2	1.17.4.1		1.17.4.2	1.4.1.4	1.3.1.71	1.2.1.31
1.2.1.27	1.2.1.47	1.14.99.7		1.14.19.1	1.14.13.72	1.14.13.1	1.3.3.6	1.18.1.2		1.2.1.11	1.4.3.21	1.3.1.76	1.2.1.38
1.2.1.3	1.2.1.48	1.1.5.3		1.14.19.3	1.14.13.9	1.14.13.12	1.3.5.1	1.2.1.11		1.2.1.12	1.4.3.3	1.3.1.93	1.2.1.4
1.2.1.31	1.2.1.5	1.17.1.4		1.14.99.7	1.14.18.1	1.14.13.169	1.3.99.1	1.2.1.12		1.2.1.16	1.4.3.5	1.3.3.3	1.2.1.41
1.2.1.38	1.2.1.88	1.17.3.2		1.1.5.3	1.14.19.1	1.14.13.23	1.4.1.14	1.2.1.16		1.2.1.19	1.4.4.2	1.3.3.4	1.21.4.2
1.2.1.4	1.2.1.95	1.17.4.1		1.17.1.4	1.14.19.3	1.14.13.33	1.4.1.4	1.2.1.18		1.2.1.24	1.5.1.10	1.3.3.6	1.2.7.1
1.2.1.41	1.2.4.1	1.17.4.2		1.17.4.1	1.14.99.7	1.14.13.35	1.4.4.2	1.2.1.27		1.2.1.26	1.5.1.12	1.3.5.1	1.3.1.12
1.2.1.5	1.2.4.2	1.1.99.1		1.1.99.1	1.17.1.4	1.14.13.70	1.5.1.10	1.2.1.3		1.2.1.29	1.5.1.15	1.3.5.2	1.3.1.13
1.2.1.88	1.3.1.104	1.1.99.18		1.1.99.21	1.17.3.2	1.14.13.72	1.5.1.12	1.2.1.31		1.2.1.3	1.5.1.2	1.4.1.13	1.3.1.27
1.2.1.95	1.3.1.13	1.1.99.21		1.2.1.11	1.17.4.1	1.14.13.9	1.5.1.15	1.2.1.38		1.2.1.31	1.5.1.20	1.4.1.14	1.3.1.38
1.2.4.1	1.3.1.34	1.2.1.11		1.2.1.12	1.17.4.2	1.14.14.17	1.5.1.2	1.2.1.41		1.2.1.38	1.5.1.3	1.4.1.2	1.3.1.42
1.2.4.2	1.3.1.6	1.2.1.12		1.2.1.16	1.1.99.1	1.14.19.1	1.5.1.20	1.2.1.48		1.2.1.39	1.5.1.5	1.4.1.4	1.3.1.70
1.3.1.104	1.3.1.70	1.2.1.16		1.2.1.18	1.1.99.10	1.14.19.3	1.5.1.3	1.2.1.5		1.2.1.4	1.5.1.7	1.4.3.21	1.3.1.71
1.3.1.13	1.3.1.71	1.2.1.2		1.2.1.2	1.1.99.18	1.14.21.6	1.5.1.5	1.2.2.1		1.2.1.41	1.5.99.6	1.4.3.3	1.3.3.1
1.3.1.34	1.3.1.76	1.2.1.24		1.2.1.27	1.1.99.21	1.15.1.1	1.5.1.7	1.2.4.1		1.2.1.48	1.6.5.3	1.4.3.5	1.3.3.3
1.3.1.6	1.3.1.93	1.2.1.27		1.2.1.3	1.1.99.5	1.1.5.3	1.5.3.11	1.2.4.2		1.2.1.49	1.6.99.3	1.4.4.2	1.3.3.4
1.3.1.70	1.3.3.3	1.2.1.3		1.2.1.31	1.2.1.11	1.17.1.4	1.5.5.1	1.2.4.4		1.2.1.5	1.7.3.3	1.5.1.10	1.3.3.6
1.3.1.71	1.3.3.4	1.2.1.31		1.2.1.38	1.2.1.12	1.17.3.2	1.5.99.6	1.3.1.13		1.2.1.53	1.8.1.2	1.5.1.15	1.3.5.1
1.3.1.76	1.3.3.6	1.21.3.1		1.2.1.41	1.2.1.16	1.17.4.1	1.5.99.8	1.3.1.21		1.2.1.59	1.8.1.4	1.5.1.2	1.3.5.2
1.3.1.93	1.3.5.1	1.2.1.38		1.2.1.46	1.2.1.2	1.1.99.21	1.6.2.4	1.3.1.27		1.2.1.63	1.8.1.7	1.5.1.20	1.3.99.10
1.3.3.3	1.3.8.6	1.2.1.41		1.2.1.5	1.2.1.21	1.1.99.5	1.6.3.1	1.3.1.70		1.2.1.79	1.8.1.9	1.5.1.3	1.3.99.12
1.3.3.4	1.3.98.1	1.2.1.46		1.2.1.8	1.2.1.22	1.2.1.1	1.6.4.2	1.3.1.71		1.2.2.1	1.8.4.14	1.5.1.5	1.3.99.3
1.3.3.6	1.3.99.28	1.2.1.5		1.2.4.1	1.2.1.27	1.2.1.11	1.6.4.5	1.3.1.72		1.2.4.1	1.8.4.8	1.5.1.7	1.3.99.7
1.3.5.1	1.3.99.31	1.2.1.70		1.2.4.2	1.2.1.3	1.2.1.12	1.6.5.3	1.3.1.93		1.2.4.2	1.9.3.1	1.6.2.2	1.4.1.14
1.3.98.1	1.4.1.14	1.2.1.8		1.2.4.4	1.2.1.31	1.2.1.16	1.6.99.6	1.3.3.3		1.3.1.10	2.1.1.10	1.6.2.4	1.4.1.2
1.4.1.14	1.4.1.2	1.2.4.1		130.88.248.2	1.21.3.1	1.2.1.18	1.7.1.3	1.3.3.4		1.3.1.13	2.1.1.107	1.6.5.3	1.4.1.4
1.4.1.2	1.4.1.4	1.2.4.2		1.3.1.13	1.2.1.32	1.2.1.2	1.7.1.4	1.3.3.6		1.3.1.31	2.1.1.114	1.6.99.3	1.4.3.2
1.4.1.4	1.4.3.5	1.2.4.4		1.3.1.14	1.2.1.38	1.2.1.21	1.8.4.8	1.3.5.1		1.3.1.6	2.1.1.14	1.8.1.2	1.4.3.3
1.4.3.5	1.4.4.2	1.3.1.12		1.3.1.21	1.2.1.41	1.2.1.22	1.8.7.1	1.3.8.4		1.3.1.70	2.1.1.16	1.8.1.4	1.5.1.10
1.4.4.2	1.5.1.10	1.3.1.13		1.3.1.32	1.2.1.46	1.2.1.24	1.9.3.1	1.3.8.6		1.3.1.71	2.1.1.17	1.8.1.7	1.5.1.12
1.5.1.10	1.5.1.15	1.3.1.2		1.3.1.38	1.2.1.5	1.2.1.3	2.1.1.10	1.3.8.7		1.3.1.76	2.1.1.41	1.8.1.9	1.5.1.15
1.5.1.15	1.5.1.2	1.3.1.70		1.3.1.70	1.2.1.70	1.2.1.31	2.1.1.109	1.3.98.1		1.3.1.9	2.1.1.45	1.9.3.1	1.5.1.2
1.5.1.2	1.5.1.20	1.3.1.71		1.3.1.71	1.2.1.8	1.2.1.38	2.1.1.110	1.3.99.1		1.3.3.3	2.1.1.6	2.1.1.1	1.5.1.20
1.5.1.20	1.5.1.3	1.3.1.76		1.3.1.72	1.2.4.1	1.2.1.39	2.1.1.13	1.3.99.12		1.3.3.4	2.1.2.1	2.1.1.10	1.5.1.3
1.5.1.3	1.5.1.5	1.3.1.9		1.3.1.76	1.2.4.2	1.2.1.46	2.1.1.14	1.4.1.13		1.3.3.6	2.1.2.10	2.1.1.107	1.5.1.5
1.5.1.39	1.5.1.7	1.3.3.1		1.3.1.9	1.2.4.4	1.2.1.5	2.1.1.16	1.4.1.14		1.3.5.1	2.1.2.11	2.1.1.114	1.5.1.7
1.5.1.5	1.5.3.17	1.3.3.3		1.3.3.1	1.3.1.12	1.2.1.57	2.1.1.17	1.4.1.2		1.3.8.1	2.1.2.2	2.1.1.14	1.5.1.8
1.5.1.7	1.6.2.2	1.3.3.4		1.3.3.3	1.3.1.13	1.2.1.6	2.1.1.41	1.4.1.21		1.3.8.4	2.1.2.3	2.1.1.16	1.5.1.9
1.5.3.17	1.6.2.4	1.3.3.6		1.3.3.4	1.3.1.2	1.2.1.67	2.1.1.45	1.4.1.3		1.3.8.7	2.1.2.9	2.1.1.201	1.5.3.1
1.5.5.2	1.6.5.3	1.3.5.1		1.3.5.1	1.3.1.21	1.2.1.7	2.1.1.98	1.4.3.3		1.3.8.8	2.1.3.2	2.1.1.41	1.5.3.16
1.6.2.2	1.6.5.5	1.3.5.2		1.3.8.1	1.3.1.45	1.2.1.88	2.1.2.1	1.4.3.4		1.3.8.9	2.1.3.3	2.1.1.45	1.5.7.1
1.6.2.4	1.6.5.9	1.3.99.1		1.3.8.4	1.3.1.70	1.2.3.1	2.1.2.10	1.4.4.2		1.3.98.1	2.2.1.1	2.1.1.64	1.6.1.1
1.6.5.5	1.7.3.3	1.3.99.10		1.3.99.1	1.3.1.71	1.2.3.3	2.1.2.11	1.5.1.10		1.3.99.12	2.2.1.2	2.1.1.98	1.6.1.2
1.6.5.9	1.8.1.2	1.3.99.2		1.3.99.12	1.3.1.72	1.2.4.1	2.1.2.2	1.5.1.12		1.4.1.13	2.2.1.6	2.1.2.1	1.6.3.1
1.8.1.2	1.8.1.4	1.3.99.3		1.3.99.13	1.3.1.76	1.2.4.2	2.1.2.3	1.5.1.15		1.4.1.14	2.3.1.1	2.1.2.10	1.6.5.3
1.8.1.3	1.8.1.7	1.3.99.7		1.3.99.3	1.3.1.9	1.3.1.13	2.1.3.2	1.5.1.2		1.4.1.18	2.3.1.12	2.1.2.11	1.7.1.3
1.8.1.4	1.8.1.9	1.4.1.13		1.3.99.7	1.3.3.1	1.3.1.14	2.1.3.3	1.5.1.20		1.4.1.2	2.3.1.15	2.1.2.2	1.7.1.4
1.8.1.7	1.8.4.11	1.4.1.2		1.4.1.14	1.3.3.2	1.3.1.32	2.2.1.1	1.5.1.3		1.4.1.3	2.3.1.158	2.1.2.3	1.7.3.3
1.8.1.9	1.8.4.13	1.4.1.4		1.4.1.2	1.3.3.3	1.3.1.61	2.2.1.2	1.5.1.34		1.4.1.4	2.3.1.16	2.1.2.9	1.8.1.2
1.8.2.2	1.8.4.14	1.4.3.2		1.4.1.21	1.3.3.4	1.3.1.70	2.2.1.3	1.5.1.5		1.4.3.10	2.3.1.168	2.1.3.2	1.8.1.7
1.8.4.11	1.8.4.8	1.4.3.21		1.4.1.4	1.3.3.6	1.3.1.71	2.3.1.1	1.5.1.7		1.4.3.19	2.3.1.20	2.1.3.3	1.8.1.9
1.8.4.14	1.8.5.1	1.4.3.4		1.4.3.2	1.3.5.1	1.3.1.76	2.3.1.12	1.5.5.1		1.4.3.22	2.3.1.23	2.2.1.1	1.8.3.1
1.8.4.8	1.9.3.1	1.4.3.5		1.4.3.21	1.3.99.1	1.3.1.9	2.3.1.15	1.5.99.6		1.4.3.3	2.3.1.24	2.2.1.2	1.8.4.2
1.8.5.1	2.1.1.10	1.4.4.2		1.4.3.3	1.3.99.10	1.3.3.1	2.3.1.16	1.5.99.8		1.4.3.5	2.3.1.31	2.2.1.3	1.8.4.8
1.9.3.1	2.1.1.100	1.5.1.10		1.4.3.4	1.3.99.13	1.3.3.3	2.3.1.164	1.6.2.2		1.4.4.2	2.3.1.35	2.2.1.6	1.9.3.1
2.1.1.10	2.1.1.107	1.5.1.12		1.4.3.5	1.3.99.2	1.3.3.4	2.3.1.20	1.6.2.4		1.4.7.1	2.3.1.37	2.3.1.1	2.1.1.1
2.1.1.100	2.1.1.114	1.5.1.15		1.4.4.2	1.3.99.3	1.3.5.1	2.3.1.24	1.6.5.3		1.5.1.10	2.3.1.4	2.3.1.12	2.1.1.103
2.1.1.107	2.1.1.14	1.5.1.2		1.5.1.10	1.3.99.7	1.3.8.1	2.3.1.30	1.6.99.3		1.5.1.12	2.3.1.42	2.3.1.15	2.1.1.107
2.1.1.114	2.1.1.145	1.5.1.20		1.5.1.12	1.4.1.13	1.3.8.7	2.3.1.31	1.7.1.1		1.5.1.15	2.3.1.47	2.3.1.158	2.1.1.114
2.1.1.14	2.1.1.201	1.5.1.3		1.5.1.15	1.4.1.2	1.3.99.1	2.3.1.35	1.7.1.4		1.5.1.2	2.3.1.50	2.3.1.16	2.1.1.130
2.1.1.145	2.1.1.22	1.5.1.5		1.5.1.2	1.4.1.4	1.3.99.13	2.3.1.38	1.7.3.3		1.5.1.20	2.3.1.51	2.3.1.179	2.1.1.14
2.1.1.17	2.1.1.314	1.5.1.7		1.5.1.20	1.4.3.1	1.3.99.3	2.3.1.39	1.8.1.2		1.5.1.3	2.3.1.61	2.3.1.199	2.1.1.20
2.1.1.201	2.1.1.41	1.5.3.1		1.5.1.3	1.4.3.2	1.4.1.1	2.3.1.4	1.8.1.4		1.5.1.5	2.3.1.7	2.3.1.22	2.1.1.41
